title,text
Were now spending 42 percent of our economy on government.,Were now spending 42 percent of our economy on government. the first presidential debate in Denver
"Whether you like to admit it or not, half our general revenue goes to education.","Whether you like to admit it or not, half our general revenue goes to education. comments to reporters."
(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic. an interview on CNN
There are already more American jobs in the solar industry than in coal mining.,There are already more American jobs in the solar industry than in coal mining. a newspaper commentary
"Romney failed to take action against ""sanctuary cities"" in Massachusetts.","Romney failed to take action against ""sanctuary cities"" in Massachusetts. St. Petersburg, Fla."
We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,"We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history. an interview on NBC's ""Meet the Press"""
Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships. a TV ad.
Says judges get better benefits at a lower cost than everybody else in the state.,Says judges get better benefits at a lower cost than everybody else in the state. a news conference
There are a lot of casinos across the country that have gone bankrupt.,There are a lot of casinos across the country that have gone bankrupt. a speech
Small businesses create 70 percent of the jobs in America.,Small businesses create 70 percent of the jobs in America. a news release.
If Texas were a country our economy would rank # 10...in the WORLD.,If Texas were a country our economy would rank # 10...in the WORLD. a tweet
It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday. a news release
The Republicans have 2 percent of the Muslim vote.,The Republicans have 2 percent of the Muslim vote. comments on the Hannity show.
"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!","[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world! a letter"
"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.","In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose. a column in Time magazine."
Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people. a posting on the Clinton website
Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons a column published on NJ.com
"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.","Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children. a website posting"
Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history. a column
You ... said that Barack Obama was not ready to be commander in chief.,"You ... said that Barack Obama was not ready to be commander in chief. St. Louis, Mo."
"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.","The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically. a CNN interview"
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200. an interview with Democracy Now
"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.","Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support. an online video"
"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.","At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade. his State of the Union speech"
U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East. a press release.
There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,"There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election. comments on ""Meet the Press"""
"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""","Democratic presidents ""have been considerably more effective at creating private-sector jobs."" a floor speech in the House"
"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""","Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq."" an interview on ABC News' <i> This Week </i>"
"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.","Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%. a leaflet."
The Paul Ryan budget proposal would privatize Medicare.,The Paul Ryan budget proposal would privatize Medicare. an advertisement
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court. an article
"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.","...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat. a Facebook post."
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,The American healthcare system burns 18 percent of our national GDP. Nobody else is close. a speech
Says you need a photo ID to purchase Sudafed in Texas.,Says you need a photo ID to purchase Sudafed in Texas. a Fox News interview.
Twenty percent of housing in Portlands Pearl District is affordable.,Twenty percent of housing in Portlands Pearl District is affordable. a guest column
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.","Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012. letter to a constituent"
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.","Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent. a Fox News interview"
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""","In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent."" in his movie ""Capitalism: A Love Story"""
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough. an interview with George Stephanopoulos"
Warren (Buffett) still does support me.,Warren (Buffett) still does support me. a television interview
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill. a Web ad
"About 230,000 people that were on unemployment when I took office are not on unemployment now.","About 230,000 people that were on unemployment when I took office are not on unemployment now. radio interview"
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.","During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years. the biography on his campaign Web site"
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.","Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent. a letter to congressional leadership"
Nearly half of all pregnancies in the U.S. are unintended.,Nearly half of all pregnancies in the U.S. are unintended. commentary piece
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.","Since 1978, college tuition nationwide has gone up something like four times the rate of inflation. a radio interview"
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.","Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget. an interview"
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans. a keynote speech to the Democratic National Convention in Charlotte, N.C."
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,"I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities. a town hall in St. Petersburg, Fla."
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs. valedictory speech as governor to the Texas Legislature"
Immigrants are more fertile.,Immigrants are more fertile. a speech at the Faith and Freedom Coalition Conference
"The proposed education changes ""will not cut one teacher's pay.""","The proposed education changes ""will not cut one teacher's pay."" a television advertisement."
Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law. an online campaign video
If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago. a <i>Meet the Press</i> interview
Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not. a letter
"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.","In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital. a chain e-mail and blog and Facebook posts"
"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun. a radio show"
"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.","If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts. ABC's ""This Week"""
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch. a news conference
"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.","Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools. article"
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.","We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year. a news conference"
"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.","In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005. the State of the Union address"
A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,A college loan is the only loan in the United States that you cannot refinance when interest rates go down. a campaign speech
The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior. a floor speech
"We are younger than our competitors, and this is entirely because of immigration.","We are younger than our competitors, and this is entirely because of immigration. a speech to business leaders"
"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.","Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home. appearance on Bill Maher show on Oct. 7, 2011"
President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times. a televised address
"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.","In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent. a meme on social media"
"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.","Over the last 10 years, Texas created 33 percent of the net new jobs nationwide. an advertisement"
"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.","You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically. CNN/YouTube debate in Charleston, S.C."
Says Texas routinely gets a lot more federal spending than it pays in taxes.,Says Texas routinely gets a lot more federal spending than it pays in taxes. an episode of The Rachel Maddow Show.
Says Texas has 11 different felonies you can commit with an oyster.,Says Texas has 11 different felonies you can commit with an oyster. an interview.
"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.","Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1. an interview with Watchdog.org"
As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops. remarks in San Antonio
A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste. an opinion article
2008 was the deadliest year of the war (in Afghanistan) for American forces.,2008 was the deadliest year of the war (in Afghanistan) for American forces. a speech at the White House.
"Florida teachers are ""already paid $5,000 below the national average.""","Florida teachers are ""already paid $5,000 below the national average."" a letter posted on his campaign Web site."
Says Amanda Fritz manages less than 5 percent of city operations.,Says Amanda Fritz manages less than 5 percent of city operations. a debate.
"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.","Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities. a House floor debate"
On offshore drilling for energy,On offshore drilling for energy
I haven't missed a vote since 1993.,I haven't missed a vote since 1993. a conference call
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools. a letter
Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,"Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure. in comments on Comedy Central's ""The Daily Show"""
Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million. TV ad
"Hillary Clinton ""starts off with 47 percent of the country against her.""","Hillary Clinton ""starts off with 47 percent of the country against her."" a campaign rally in Alexandria, Va."
Says legislative cuts mean Texas is spending on average $500 less per student.,Says legislative cuts mean Texas is spending on average $500 less per student. remarks at a Texas Capitol rally
Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case. an op-ed in the Austin American-Statesman
Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job. a campaign commercial
"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.","Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force. a roundtable segment on ABC's ""This Week with Christiane Amanpour"""
"In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union.","In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union. a Facebook post"
"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.","The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media. comments on ""Fox News Sunday"""
"Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.","Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs. a press conference in Trenton"
"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.","Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected. comments on MSNBC's ""Morning Joe"""
"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.","The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama. an interview with ""Democracy Now!,"" an independent radio program"
"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.","Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity. the State of the Union speech"
Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,Tom Reed has actually voted for every single trade deal that has ever come before him in any form. an interview on Capital Tonight.
"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.","Common Core is not from the federal government, they do not have their fingerprints on this thing at all. a radio interview"
What the Arizona law does is make a state crime out of something that already is... a federal crime.,What the Arizona law does is make a state crime out of something that already is... a federal crime. a panel discussion on ABC This Week
"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.","In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants. a Fox News interview"
Trump proposed enacting the largest tax increase in American history.,Trump proposed enacting the largest tax increase in American history. a fundraising email
"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.","Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget. a debate in Nashville, Tenn."
We pay among the highest tolls in the nation for the privilege of crossing that bridge.,We pay among the highest tolls in the nation for the privilege of crossing that bridge. an interview on the John Gambling radio program
"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""","McCain ""hired some of the biggest lobbyists in Washington to run his campaign."" Tampa, Fla."
"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.","This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years. a post-election interview."
House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling. remarks to reporters.
"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.","(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water. a Democratic debate in Flint, Mich."
