title,text
"When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open.","When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open. a segment of ""The Daily Show"""
The omnibus bill has only $3.8 billion in earmarks.,The omnibus bill has only $3.8 billion in earmarks. statements to reporters.
Says Kay Bailey Hutchison voted for sanctuary cities.,Says Kay Bailey Hutchison voted for sanctuary cities. a debate.
John wasn't this raging populist four years ago when he ran for president.,"John wasn't this raging populist four years ago when he ran for president. Chariton, Iowa"
Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,"Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention. an interview on ""Meet the Press"""
Crime is rising.,Crime is rising. a speech after several primaries concluded
"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.","Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah. a website posting"
"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.","(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care. an MSNBC interview"
"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change. an interview on ""This Week."""
"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it. an interview on NBC's ""Meet the Press"""
Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families. a newsletter
You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC. comments to HBO host Bill Maher
An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs. a television commercial
The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down. an interview
"Under a bill before the legislature, youd have to go to court to fire an employee.","Under a bill before the legislature, youd have to go to court to fire an employee. a TV interview"
"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""","Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."" a press release"
There were more people on welfare than working in 2013.,There were more people on welfare than working in 2013. a column in TownHall.com
Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June. a news release
"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share","After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share a campaign ad"
"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.","Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado. the second presidential debate"
Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background. a tweet
This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control. an interview on NBC's 'Meet the Press'
A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents. a news release
Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns. an interview on Fox News
Says Paul Ryans budget plan ends Medicare.,Says Paul Ryans budget plan ends Medicare. a TV ad
59 percent of Americans today believe that Barack Obama is still a Muslim.,"59 percent of Americans today believe that Barack Obama is still a Muslim. a roundtable discussion on NBC's ""Meet the Press"""
Carol Shea-Porter wants to increase taxes on small business and job creators.,"Carol Shea-Porter wants to increase taxes on small business and job creators. an advertisement, “Veterans,”"
On whether the United States should intervene in Libya.,On whether the United States should intervene in Libya. televised interviews
"What we said was, you can keep (your plan) if it hasnt changed since the law passed.","What we said was, you can keep (your plan) if it hasnt changed since the law passed. a speech to Organizing for Action"
"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.","Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida. a TV interview"
Says she was the first in her family to go to a four-year college.,Says she was the first in her family to go to a four-year college. On the 'About' page of McGinty's campaign website
"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""","Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions."" a campaign statement"
"We are now, for the first time ever, energy independent.","We are now, for the first time ever, energy independent. the second presidential debate"
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.","Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns. a chain e-mail"
SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders. a news release
Limiting labor negotiations to only wages is how it is for the most part in the private sector.,Limiting labor negotiations to only wages is how it is for the most part in the private sector. an appearance on a TV interview program
"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.","Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store. as quoted in a news story"
"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.","A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation. a YouTube video"
"When we took office, let me remind you, there was virtually no international pressure on Iran.","When we took office, let me remind you, there was virtually no international pressure on Iran. a speech"
"Says abortion doctors are flying into this state, performing abortions and flying out.","Says abortion doctors are flying into this state, performing abortions and flying out. a debate on the state House floor."
"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.","A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry. a statement"
On repeal of Wisconsins smoking ban,On repeal of Wisconsins smoking ban a news release
"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.","Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades. an opinion column"
"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.","Says unions take away hard-earned money of teachers, firefighters and police officers to play politics. a campaign-style ad."
President Bush never did one interview with the New York Times during his entire presidency.,President Bush never did one interview with the New York Times during his entire presidency. The Rachel Maddow show
"Mr. Trump is self-financing his campaign, so we dont have any donors.","Mr. Trump is self-financing his campaign, so we dont have any donors. a radio interview."
"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.","Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount. an interview"
The Providence teacher contract is one of the longest in the country.,The Providence teacher contract is one of the longest in the country. an interview
Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined. an interview with Fox News' Greta Van Susteren
"What we have now is the most generous, in my opinion, good time bill in the entire United States.","What we have now is the most generous, in my opinion, good time bill in the entire United States. a radio interview"
"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy.""","Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy."" a posting on many blogs."
"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.","Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War. a radio interview"
"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.","The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women. an article posted on the group's website"
"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.","Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion. a Web site."
If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this. in a hearing
Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks. a television ad
Turkey is an Arab country.,Turkey is an Arab country. a roundtable discussion on ABC's This Week
Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.,Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011. a chain e-mail
92 percent of the jobs lost during Barack Obamas first term belonged to women.,92 percent of the jobs lost during Barack Obamas first term belonged to women. the third Republican presidential debate
We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor. a guest column
"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.","The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor. a radio interview on the Brian Lehrer show"
